hour_index,timestamp,load_kw,pv_kw,wind_kw,renewable_kw,served_load_kw,excess_energy_kw,unmet_load_kw,battery_charge_kw,battery_discharge_kw,battery_discharge_dc_kw,battery_soc_pct,grid_import_kw,grid_export_kw,inverter_loss_kw,rectifier_loss_kw
0,2025-01-01 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
1,2025-01-01 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
2,2025-01-01 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
3,2025-01-01 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
4,2025-01-01 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
5,2025-01-01 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
6,2025-01-01 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
7,2025-01-01 07:00:00,1000.0,45.52248952221593,0.0,45.52248952221593,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,956.7536349538949,0.0,2.2761244761108017,0.0
8,2025-01-01 08:00:00,1000.0,337.79679999999996,0.0,337.79679999999996,1000.0,22.00732631578944,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
9,2025-01-01 09:00:00,1000.0,613.1968,0.0,613.1968,1000.0,297.40732631578953,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
10,2025-01-01 10:00:00,1000.0,863.3008,0.0,863.3008,1000.0,547.5113263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
11,2025-01-01 11:00:00,1000.0,969.1088000000001,0.0,969.1088000000001,1000.0,653.3193263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
12,2025-01-01 12:00:00,1000.0,911.9479999999999,0.0,911.9479999999999,1000.0,596.1585263157893,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
13,2025-01-01 13:00:00,1000.0,863.056,0.0,863.056,1000.0,547.2665263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
14,2025-01-01 14:00:00,1000.0,712.98,0.0,712.98,1000.0,397.1905263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
15,2025-01-01 15:00:00,1000.0,466.3712,0.0,466.3712,1000.0,150.58172631578947,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
16,2025-01-01 16:00:00,1000.0,230.15279999999998,0.0,230.15279999999998,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,781.35484,0.0,11.50764000000001,0.0
17,2025-01-01 17:00:00,1000.0,28.39679999999998,0.0,28.39679999999998,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,973.02304,0.0,1.4198400000000007,0.0
18,2025-01-01 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
19,2025-01-01 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
20,2025-01-01 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
21,2025-01-01 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
22,2025-01-01 22:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
23,2025-01-01 23:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
24,2025-01-02 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
25,2025-01-02 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
26,2025-01-02 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
27,2025-01-02 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
28,2025-01-02 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
29,2025-01-02 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
30,2025-01-02 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
31,2025-01-02 07:00:00,1000.0,44.6836683114931,0.0,44.6836683114931,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,957.5505151040816,0.0,2.2341834155746554,0.0
32,2025-01-02 08:00:00,1000.0,279.16720000000004,0.0,279.16720000000004,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,734.79116,0.0,13.958360000000027,0.0
33,2025-01-02 09:00:00,1000.0,520.5128,0.0,520.5128,1000.0,204.72332631578945,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
34,2025-01-02 10:00:00,1000.0,741.8392,0.0,741.8392,1000.0,426.0497263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
35,2025-01-02 11:00:00,1000.0,825.1120000000001,0.0,825.1120000000001,1000.0,509.32252631578956,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
36,2025-01-02 12:00:00,1000.0,828.9879999999999,0.0,828.9879999999999,1000.0,513.1985263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
37,2025-01-02 13:00:00,1000.0,742.9679999999997,0.0,742.9679999999997,1000.0,427.1785263157892,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
38,2025-01-02 14:00:00,1000.0,601.0112,0.0,601.0112,1000.0,285.2217263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
39,2025-01-02 15:00:00,1000.0,408.61199999999997,0.0,408.61199999999997,1000.0,92.82252631578945,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
40,2025-01-02 16:00:00,1000.0,196.2752,0.0,196.2752,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,813.53856,0.0,9.813760000000002,0.0
41,2025-01-02 17:00:00,1000.0,26.887199999999986,0.0,26.887199999999986,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,974.45716,0.0,1.3443600000000018,0.0
42,2025-01-02 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
43,2025-01-02 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
44,2025-01-02 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
45,2025-01-02 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
46,2025-01-02 22:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
47,2025-01-02 23:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
48,2025-01-03 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
49,2025-01-03 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
50,2025-01-03 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
51,2025-01-03 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
52,2025-01-03 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
53,2025-01-03 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
54,2025-01-03 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
55,2025-01-03 07:00:00,1000.0,43.90201054815543,0.0,43.90201054815543,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,958.2930899792524,0.0,2.1951005274077744,0.0
56,2025-01-03 08:00:00,1000.0,266.46479999999997,0.0,266.46479999999997,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,746.85844,0.0,13.323239999999998,0.0
57,2025-01-03 09:00:00,1000.0,510.1360000000001,0.0,510.1360000000001,1000.0,194.34652631578956,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
58,2025-01-03 10:00:00,1000.0,738.0992,0.0,738.0992,1000.0,422.3097263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
59,2025-01-03 11:00:00,1000.0,899.368,0.0,899.368,1000.0,583.5785263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
60,2025-01-03 12:00:00,1000.0,901.5168,0.0,901.5168,1000.0,585.7273263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
61,2025-01-03 13:00:00,1000.0,843.9888000000001,0.0,843.9888000000001,1000.0,528.1993263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
62,2025-01-03 14:00:00,1000.0,701.3519999999999,0.0,701.3519999999999,1000.0,385.56252631578934,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
63,2025-01-03 15:00:00,1000.0,475.99999999999994,0.0,475.99999999999994,1000.0,160.21052631578942,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
64,2025-01-03 16:00:00,1000.0,236.572,0.0,236.572,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,775.2566,0.0,11.828600000000023,0.0
65,2025-01-03 17:00:00,1000.0,31.171199999999985,0.0,31.171199999999985,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,970.3873600000001,0.0,1.55856,0.0
66,2025-01-03 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
67,2025-01-03 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
68,2025-01-03 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
69,2025-01-03 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
70,2025-01-03 22:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
71,2025-01-03 23:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
72,2025-01-04 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
73,2025-01-04 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
74,2025-01-04 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
75,2025-01-04 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
76,2025-01-04 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
77,2025-01-04 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
78,2025-01-04 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
79,2025-01-04 07:00:00,1000.0,43.17707110178624,0.0,43.17707110178624,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,958.981782453303,0.0,2.1588535550893155,0.0
80,2025-01-04 08:00:00,1000.0,313.82,0.0,313.82,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,701.8710000000001,0.0,15.691000000000031,0.0
81,2025-01-04 09:00:00,1000.0,584.5280000000001,0.0,584.5280000000001,1000.0,268.7385263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
82,2025-01-04 10:00:00,1000.0,828.4032,0.0,828.4032,1000.0,512.6137263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
83,2025-01-04 11:00:00,1000.0,947.376,0.0,947.376,1000.0,631.5865263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
84,2025-01-04 12:00:00,1000.0,967.8031999999998,0.0,967.8031999999998,1000.0,652.0137263157893,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
85,2025-01-04 13:00:00,1000.0,906.236,0.0,906.236,1000.0,590.4465263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
86,2025-01-04 14:00:00,1000.0,765.7479999999999,0.0,765.7479999999999,1000.0,449.9585263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
87,2025-01-04 15:00:00,1000.0,531.7872,0.0,531.7872,1000.0,215.99772631578946,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
88,2025-01-04 16:00:00,1000.0,269.7152,0.0,269.7152,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,743.77056,0.0,13.485760000000028,0.0
89,2025-01-04 17:00:00,1000.0,37.03279999999998,0.0,37.03279999999998,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,964.81884,0.0,1.8516400000000033,0.0
90,2025-01-04 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
91,2025-01-04 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
92,2025-01-04 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
93,2025-01-04 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
94,2025-01-04 22:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
95,2025-01-04 23:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
96,2025-01-05 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
97,2025-01-05 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
98,2025-01-05 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
99,2025-01-05 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
100,2025-01-05 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
101,2025-01-05 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
102,2025-01-05 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
103,2025-01-05 07:00:00,1000.0,42.50843254275584,0.0,42.50843254275584,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,959.616989084382,0.0,2.125421627137797,0.0
104,2025-01-05 08:00:00,1000.0,320.892,0.0,320.892,1000.0,5.102526315789476,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
105,2025-01-05 09:00:00,1000.0,601.9087999999999,0.0,601.9087999999999,1000.0,286.1193263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
106,2025-01-05 10:00:00,1000.0,833.2312,0.0,833.2312,1000.0,517.4417263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
107,2025-01-05 11:00:00,1000.0,977.9760000000001,0.0,977.9760000000001,1000.0,662.1865263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
108,2025-01-05 12:00:00,1000.0,953.7679999999998,0.0,953.7679999999998,1000.0,637.9785263157893,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
109,2025-01-05 13:00:00,1000.0,888.0392000000002,0.0,888.0392000000002,1000.0,572.2497263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
110,2025-01-05 14:00:00,1000.0,729.5720000000001,0.0,729.5720000000001,1000.0,413.7825263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
111,2025-01-05 15:00:00,1000.0,497.21600000000007,0.0,497.21600000000007,1000.0,181.42652631578954,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
112,2025-01-05 16:00:00,1000.0,245.27599999999993,0.0,245.27599999999993,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,766.9878000000001,0.0,12.263800000000003,0.0
113,2025-01-05 17:00:00,1000.0,33.68719999999998,0.0,33.68719999999998,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,967.99716,0.0,1.684359999999998,0.0
114,2025-01-05 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
115,2025-01-05 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
116,2025-01-05 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
117,2025-01-05 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
118,2025-01-05 22:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
119,2025-01-05 23:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
120,2025-01-06 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
121,2025-01-06 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
122,2025-01-06 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
123,2025-01-06 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
124,2025-01-06 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
125,2025-01-06 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
126,2025-01-06 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
127,2025-01-06 07:00:00,1000.0,41.89571055695386,0.0,41.89571055695386,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,960.1990749708939,0.0,2.094785527847698,0.0
128,2025-01-06 08:00:00,1000.0,274.04,0.0,274.04,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,739.662,0.0,13.701999999999998,0.0
129,2025-01-06 09:00:00,1000.0,535.092,0.0,535.092,1000.0,219.30252631578946,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
130,2025-01-06 10:00:00,1000.0,784.2711999999999,0.0,784.2711999999999,1000.0,468.4817263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
131,2025-01-06 11:00:00,1000.0,903.8832,0.0,903.8832,1000.0,588.0937263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
132,2025-01-06 12:00:00,1000.0,913.308,0.0,913.308,1000.0,597.5185263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
133,2025-01-06 13:00:00,1000.0,853.468,0.0,853.468,1000.0,537.6785263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
134,2025-01-06 14:00:00,1000.0,708.764,0.0,708.764,1000.0,392.9745263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
135,2025-01-06 15:00:00,1000.0,483.2759999999999,0.0,483.2759999999999,1000.0,167.48652631578938,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
136,2025-01-06 16:00:00,1000.0,242.01199999999997,0.0,242.01199999999997,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0886,0.0,12.100600000000014,0.0
137,2025-01-06 17:00:00,1000.0,33.211199999999984,0.0,33.211199999999984,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,968.4493600000001,0.0,1.6605600000000003,0.0
138,2025-01-06 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
139,2025-01-06 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
140,2025-01-06 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
141,2025-01-06 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
142,2025-01-06 22:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
143,2025-01-06 23:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
144,2025-01-07 00:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
145,2025-01-07 01:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
146,2025-01-07 02:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
147,2025-01-07 03:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
148,2025-01-07 04:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
149,2025-01-07 05:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
150,2025-01-07 06:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
151,2025-01-07 07:00:00,1000.0,41.338559220816364,0.0,41.338559220816364,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,960.7283687402245,0.0,2.066927961040818,0.0
152,2025-01-07 08:00:00,1000.0,286.756,0.0,286.756,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,727.5818,0.0,14.337800000000016,0.0
153,2025-01-07 09:00:00,1000.0,559.504,0.0,559.504,1000.0,243.7145263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
154,2025-01-07 10:00:00,1000.0,805.9632,0.0,805.9632,1000.0,490.1737263157895,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
155,2025-01-07 11:00:00,1000.0,951.4831999999999,0.0,951.4831999999999,1000.0,635.6937263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
156,2025-01-07 12:00:00,1000.0,927.4520000000001,0.0,927.4520000000001,1000.0,611.6625263157896,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
157,2025-01-07 13:00:00,1000.0,865.8032,0.0,865.8032,1000.0,550.0137263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
158,2025-01-07 14:00:00,1000.0,721.3439999999999,0.0,721.3439999999999,1000.0,405.5545263157894,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
159,2025-01-07 15:00:00,1000.0,474.8031999999999,0.0,474.8031999999999,1000.0,159.01372631578937,0.0,0.0,0.0,0.0,0.0,700.0,0.0,15.78947368421052,0.0
160,2025-01-07 16:00:00,1000.0,247.1528,0.0,247.1528,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,765.20484,0.0,12.357640000000004,0.0
161,2025-01-07 17:00:00,1000.0,34.57119999999999,0.0,34.57119999999999,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,967.15736,0.0,1.7285600000000017,0.0
162,2025-01-07 18:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
163,2025-01-07 19:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
164,2025-01-07 20:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
165,2025-01-07 21:00:00,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
